IPCC_annex;C_group_IM24_sh;Country_code_A3;Name;ipcc_code_2006_for_standard_report;ipcc_code_2006_for_standard_report_name;Substance;fossil_bio;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023;Y_2024
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.1.a;Main Activity Electricity and Heat Production;CO2;fossil;17,34370569;19,87752332;29,33004616;31,21417951;30,11478687;43,02536936;39,92535032;47,90253655;49,8499968;50,90531093;54,05013989;54,59830731;53,64956229;52,59163821;62,46627038;65,63341208;71,02129008;80,92642138;88,86690541;119,9157996;109,1001813;118,3157918;135,8192387;136,0763752;155,4128501;170,6325586;112,4534327;183,8137601;186,21251;186,2167497;143,5935666;146,6161929;156,3418416;186,0260706;192,4170066;212,7615561;235,9029001;258,8882187;256,2908392;272,5106604;254,0581558;156,2532536;197,6464697;213,8520991;222,2380261;230,102165;240,8079339;223,4325492;225,8478662;244,5368757;251,2935208;256,1324871;271,0122052;270,4634361;280,8548717
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.2;Manufacturing Industries and Construction;CO2;fossil;0,193086777;0,221295666;0,279980895;0,260093817;0,323791717;0,395529839;0,473103589;0,532382596;0,596946042;0,581730403;0,798868312;1,002836107;0,834340832;1,078149827;1,194303003;1,415065636;2,37035985;2,420100494;2,327186895;3,996792518;9,382780248;9,689726387;8,70431484;7,957792627;8,663624013;10,12309889;6,466202909;9,586864397;9,740738137;10,4161617;6,679240945;7,833920903;18,4734158;17,96366762;16,96868831;15,39031177;14,59878673;14,03884476;11,03210592;13,63936078;14,75604983;10,14212973;18,07784552;19,95413924;22,20846259;24,21538335;21,72801121;33,27672574;28,13780817;26,74978841;28,65739697;34,63066682;36,64276703;36,56856956;37,97356515
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.3.a;Civil Aviation;CO2;fossil;0,754305502;0,864505284;0,511095995;0,603383602;0,834829551;0,849693368;1,037875012;1,069749538;1,276501563;1,27838238;1,387468546;1,53482423;1,637470727;1,596710742;1,514589683;2,509306104;2,608953139;3,209448772;3,215710612;5,644109576;6,792255841;8,148331125;8,03543646;7,282571685;10,24495055;11,92244927;8,739015654;17,68690278;14,9517527;15,69000107;15,03903625;11,68396409;11,76347363;12,94325827;13,06254611;14,25945339;14,39154673;15,74046105;16,56882933;14,95783271;14,25047239;14,10148801;14,21077027;17,30308902;18,42935441;18,90072327;18,98639294;19,69031326;16,54871005;23,25837111;12,10140887;12,62712;13,36077903;15,25492906;15,39872967
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.3.b_noRES;Road Transportation no resuspension;CO2;fossil;1,04072023;1,192763589;1,360877144;1,700967575;2,126094263;3,406415633;3,913081972;4,426321836;4,877983542;4,436644286;7,312537775;7,973078527;8,893863647;10,11059162;11,9334396;11,76528686;13,51427579;15,17290705;16,68862584;23,67183278;48,36909004;56,23061671;64,89198829;67,03722934;75,61715605;83,18696667;54,19567626;92,36023625;100,0356877;103,1795626;80,93715572;82,40694257;86,27068733;96,78556982;97,38121619;110,1709376;123,0436171;132,6543004;134,7378846;150,7115119;156,316696;82,77669051;104,6960953;114,8211851;126,4152523;135,2387802;140,1771054;135,4297288;135,9280348;150,6515338;138,5249521;144,8729614;153,2905964;152,9802002;158,8578299
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.3.d;Water-borne Navigation;CO2;fossil;;;;;;;;;;;;;;;;;;;0,046508071;0,059090579;2,079711894;2,371700539;1,898306582;2,719605702;2,733751827;2,873713549;1,841948969;2,794007691;2,661680765;2,784694845;2,116664428;2,157804091;2,374807389;2,79541458;3,090481818;3,601218241;4,604797528;4,128729922;4,175102607;4,179650881;4,116289219;3,174997013;7,384872312;8,233904076;9,191438608;9,637072508;10,20968117;9,763252728;9,594835747;10,38522341;10,64431465;10,82877822;11,45805883;12,209959;11,36062246
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.3.e;Other Transportation;CO2;fossil;;;;;;;;;;;;0,063634731;0,067890516;0,113175702;0,162181905;0,169441177;0,17641536;0,274558465;0,186032285;0,236362318;4,027929659;4,328571678;5,104455921;5,133492561;5,71901955;6,384018865;4,406756956;6,925277692;7,300431704;7,288599396;1,491652523;1,911520819;2,277100568;3,025976729;3,159084275;3,399512372;3,876777866;4,58985213;4,627072651;6,365599112;4,606115557;4,184168911;5,614639404;6,026068956;6,147604986;5,389204354;5,476591479;4,11115611;4,349503267;3,98707151;4,570887167;4,369470335;4,623434248;4,614072316;4,791348905
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.4;Residential and other sectors;CO2;fossil;0,248977616;0,285351842;0,367417682;0,37428506;0,468188361;1,671519717;2,175164565;2,367832317;2,564243109;2,761995127;2,980915185;2,835762417;3,061814622;3,437855786;6,929219525;7,194254469;7,786598081;8,261451144;10,09177484;13,80438889;16,16598384;21,54160967;19,92241543;19,08192213;21,81804398;23,65709902;15,56741057;25,49336426;25,38044405;25,05536447;15,43637766;15,13025901;15,61155072;16,78828866;17,28696797;19,50279975;21,04796579;21,38869726;20,73877006;24,07696975;26,20443768;16,45880477;23,20446027;27,28868289;31,10669624;33,07286599;43,27180824;36,31352509;38,85057543;44,03198904;38,09706996;38,69868318;39,60836334;39,52816087;41,04686649
Non-Annex_I;Rest Central America;ABW;Aruba;1.A.5;Non-Specified;CO2;fossil;5,11955761;5,867496115;7,095355271;9,590038402;9,04502222;7,465423979;8,296764177;10,18376976;12,14250458;15,30751344;12,57899557;14,21450441;12,97320922;14,72534083;13,6319157;14,59701982;15,45479948;17,54230516;20,61210321;29,18082404;4,029594224;4,524005853;5,092952606;4,893027457;4,099651389;4,174136764;1,764982062;2,773692995;3,264275137;3,478619542;2,02312193;2,42788875;2,138557013;4,246155476;4,150906837;4,129291435;4,469236373;4,291172365;4,043191916;4,259146735;4,947595174;1,584726452;2,066630894;2,774162232;2,818755107;3,278979136;1,978133444;2,407550433;3,481332064;3,260327803;2,923801122;3,2194985;3,406529342;3,399631505;3,530248243
Non-Annex_I;Rest Central America;ABW;Aruba;1.B.2;Oil and Natural Gas;CO2;fossil;2,00953E-05;2,30311E-05;2,52513E-05;3,59076E-05;3,12005E-05;2,49418E-05;2,94006E-05;4,86098E-05;3,42645E-05;3,48504E-05;4,40787E-05;3,64867E-05;4,3249E-05;3,86166E-05;3,30803E-05;8,99508E-06;3,67426E-06;4,94265E-06;4,76681E-06;6,28938E-06;7,90114E-06;0,036462079;6,47958E-05;7,88442E-05;9,85289E-05;9,81744E-05;8,2026E-05;0,000123865;0,000108141;0,000135575;0,099923642;0,099880639;0,133042098;0,106082487;0,107054033;0,106482726;0,151026108;0,182189955;0,188619948;0,215040665;1,168684637;0,18438873;0,053599321;;;;;;;;;;;;
Non-Annex_I;Rest Central America;ABW;Aruba;2.A.3;Glass Production;CO2;fossil;0,00295325;0,0029719;0,00299245;0,00301195;0,00302625;0,00303275;0,00302945;0,0030183;0,0030053;0,0029989;0,0030048;0,00302835;0,0030672;0,0031102;0,00314155;0,0031514;0,0031322;0,00309175;0,00305385;0,0030516;0,0031074;0,00323115;0,00341175;0,0036249;0,003835;0,0040163;0,00415975;0,00427235;0,0043638;0,0044502;0,0045429;0,0046447;0,00474975;0,00485075;0,0049371;0,00500155;0,0050415;0,0050609;0,0050671;0,0050708;0,00507985;0,0050968;0,00511965;0,005113807;0,005142602;0,00517156;0,005189903;0,00520831;0,005226782;0,005249377;0,005270732;0,005292174;0,005313703;0,005334782;0,005356382
Non-Annex_I;Rest Central America;ABW;Aruba;2.A.4;Other Process Uses of Carbonates;CO2;fossil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0000083;0,000008715;0,000009296;0,000009877;0,000010458;0,000011039;0,00001162;0,000115785;0,00001411;0,000017845;0,000146495;0,000173586;0,000205687;0,000243725;0,000289648;0,000344009
Non-Annex_I;Rest Central America;ABW;Aruba;2.D;Non-Energy Products from Fuels and Solvent Use;CO2;fossil;0,673493312;0,678852483;0,687347838;0,706473724;0,716408232;0,742294419;0,761542025;0,777133536;0,788798081;0,807458593;0,823283058;0,830159818;0,865749411;0,93526341;0,919795688;1,014906523;0,968875788;1,047603544;0,972446001;1,068598876;1,064972619;1,221234983;1,281163139;1,395678196;1,520251227;1,481643518;1,396105095;1,604038295;1,685989566;1,744740993;1,523559853;1,583727161;1,589420381;1,679287504;1,721709915;1,997532781;2,102472305;2,155841236;2,139646337;2,398246772;2,368623763;1,866771992;2,401349705;2,499938555;2,558042763;2,685152927;2,752697347;2,675046551;2,550761708;2,680093018;1,916101264;1,965354267;2,056773128;2,099259105;2,141205024
Non-Annex_I;India +;AFG;Afghanistan;1.A.1.a;Main Activity Electricity and Heat Production;CO2;fossil;57,09864723;57,09864723;117,1801452;175,4121941;207,3918982;211,2816744;241,6133177;376,6529357;274,5341897;302,5010469;311,7377821;364,2004442;362,2649165;507,7917639;459,8824018;641,5044123;672,8514537;737,7709313;681,1617744;607,4736672;600,9193773;601,1391578;338,7954191;358,2286778;311,9714256;412,7417921;428,7227219;429,0799451;511,0183327;479,0210247;355,1253384;314,6301421;292,5190031;343,8344201;306,495634;437,3254283;484,5116781;694,6075703;1226,231652;1759,94458;2115,323369;2668,968111;2303,44977;2119,798142;2183,587035;2358,777966;2343,279324;3050,028045;3280,661146;3277,461495;3097,584299;3028,38713;2743,027149;2819,420475;2909,960531
Non-Annex_I;India +;AFG;Afghanistan;1.A.1.bc;Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries;CO2;fossil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,741905;2,07009;1,12455;3,56235;4,870343077;4,479006221;6,181104224;7,804355233;3,711041433;150,1300286;354,2843611;383,5443522;248,7856479;166,6878376;172,1788845;370,5720245;;;;
Non-Annex_I;India +;AFG;Afghanistan;1.A.2;Manufacturing Industries and Construction;CO2;fossil;101,6416201;101,6416201;94,73304797;96,19064088;105,7040069;111,6332078;115,9957659;149,5601689;158,9858667;179,9143958;183,0843857;266,7789958;227,5266809;242,178433;261,2639401;424,0551911;435,3243318;461,304768;387,0451583;345,1815178;743,9404575;703,1605215;419,0065173;389,6759363;431,4180377;358,2853196;327,3897665;303,677171;289,0792179;284,1118736;243,9740211;184,0171485;278,9509567;214,8365256;167,5849536;244,2451147;267,8652079;635,0539493;1019,815576;1461,697174;1798,801144;3512,467086;2707,572225;2653,30863;2744,176084;2167,421208;2101,394159;2834,889519;2679,10444;2811,136266;2756,09659;3510,501882;3225,385963;3463,499144;3526,259606
Non-Annex_I;India +;AFG;Afghanistan;1.A.3.a;Civil Aviation;CO2;fossil;42,24830862;42,24830862;52,46867753;44,88268115;29,20279644;27,10070981;26,34716073;30,75258399;25,34185606;33,3137747;38,82817687;48,28983118;44,89187569;83,95228748;99,7928386;172,8312363;111,4275721;155,3871596;151,2633662;155,3233972;132,0736659;121,7847528;62,40408392;64,60969713;60,83207345;61,73009315;69,12051274;71,50158501;64,69644401;59,05665519;38,92600917;36,26597162;19,10959846;24,98031601;21,06578114;52,79965874;64,52048062;71,52700828;169,7725544;334,8306119;542,3222999;1083,177824;512,5057598;330,2800685;256,7789862;184,910794;115,3602622;351,5072089;434,1802463;220,4809365;219,3451668;227,7742993;203,1316879;270,5261429;304,734509
Non-Annex_I;India +;AFG;Afghanistan;1.A.3.b_noRES;Road Transportation no resuspension;CO2;fossil;193,2638473;193,2638473;203,7870469;199,4681368;206,4481363;230,7890039;212,0922979;230,1436482;254,183706;268,6439491;270,9936423;314,6927221;320,6394543;423,5089522;389,8419475;445,0125826;396,5934976;452,5899109;419,1395674;403,5476141;703,3943597;691,684182;431,6088344;434,4907267;419,4362274;311,9136824;288,3942236;269,3027962;249,8656089;242,4469058;135,8337507;142,488508;118,2076342;167,961491;142,0100113;227,4639469;306,1356449;335,5484124;936,1106096;1793,761492;2429,701834;2942,21483;2948,973611;1988,837207;1431,505579;1929,055181;1354,175683;2079,829046;3060,29821;3382,977289;3702,305111;3740,37255;3335,706566;3319,940693;3471,793841
Non-Annex_I;India +;AFG;Afghanistan;1.A.3.c;Railways;CO2;fossil;;;;;;;;;;;;;;;;;;;;;11,68796014;11,21681876;7,244726838;7,072026077;6,620628616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Non-Annex_I;India +;AFG;Afghanistan;1.A.3.d;Water-borne Navigation;CO2;fossil;6,93209239;6,93209239;8,029785078;7,671872035;9,139454544;26,01066502;18,62484535;24,07737846;22,97968577;24,44726828;22,2518829;30,47093377;29,45951207;39,16802214;47,8948002;72,24526946;67,13685325;65,55027766;70,19992142;46,29663773;76,6252916;72,91204293;44,64934331;37,66416488;46,13809589;47,76775952;43,67993197;45,34358547;43,67415793;45,47649253;31,8897756;31,94944624;29,15618345;36,40385819;33,88594221;50,63409136;64,86393073;58,56760581;130,9430917;181,8782164;194,5969494;238,0564973;230,6341578;155,19586;130,28739;147,1558864;127,6851976;192,7654325;288,1038921;311,7223045;254,7321261;308,6101465;275,2220387;265,6357952;285,9707074
Non-Annex_I;India +;AFG;Afghanistan;1.A.3.e;Other Transportation;CO2;fossil;;;;;;;;;;;;;;;;;;;;;15,52087217;13,648913;11,40200354;10,38577727;12,1620467;14,91146941;14,88896581;15,71153196;15,7132504;16,21481077;10,96962937;11,53204757;13,68894737;19,73665301;16,80086782;25,3402635;29,90883833;33,99040112;75,0264268;114,0254746;141,2016809;186,8211768;209,8544643;161,3479305;129,1784189;142,7368764;131,8781974;196,6110509;276,9612636;274,9329167;267,1680122;263,49576;234,9870433;233,8764013;244,5738417
Non-Annex_I;India +;AFG;Afghanistan;1.A.4;Residential and other sectors;CO2;fossil;16,55328942;16,55328942;14,90174364;16,18800171;19,07344621;28,13078102;25,97367661;30,5931855;27,41374907;29,95511567;41,37001129;38,85162156;37,34220555;48,47765544;45,4725403;74,7139459;111,337134;112,5907748;108,9783086;106,0748379;171,8931989;158,2399419;96,63509252;95,3251386;88,809282;77,98916046;73,06884672;74,11067558;71,39743932;71,80017016;28,32947638;28,01816805;23,80770659;32,11508973;28,97418351;41,32277179;48,60414771;82,66489232;177,8107189;321,1154613;414,3096352;609,2397965;538,6710615;542,0101558;488,8974121;711,1688796;569,2025889;773,6476737;1037,111112;1108,070604;1209,808172;1172,145002;1045,332623;1040,391966;1087,9792
Non-Annex_I;India +;AFG;Afghanistan;1.A.5;Non-Specified;CO2;fossil;778,1929504;778,1929504;591,5563254;723,4113002;952,6446439;801,3619884;606,960836;688,1772524;551,7656862;638,968812;509,3902153;597,085933;679,0281054;1019,472394;1243,709169;1577,850158;1469,530827;724,6999249;774,3848258;889,7157668;205,6956679;200,9445133;141,9397826;139,1198202;140,2316267;18,90568258;10,69541234;13,08217337;9,83820814;10,13655442;5,650188039;10,32375626;5,76402396;9,07767176;10,59851629;11,94085692;19,96468129;15,53267441;29,42701231;43,78193588;52,74004748;86,71652477;93,80220016;74,41862716;61,30811497;68,70790188;51,32352724;77,13543812;131,3895227;99,84986848;55,71280085;59,3825209;52,95709143;52,7067952;55,1175891
Non-Annex_I;India +;AFG;Afghanistan;1.B.1;Solid Fuels;CO2;fossil;0,055621804;0,055621804;0,046432413;0,057029747;0,061125942;0,074792109;0,083488854;0,100581652;0,117502413;0,114869377;0,116488418;0,140226762;0,150398708;0,150643747;0,168463265;1,455125935;1,538846959;1,598224207;1,318116749;1,237517483;0,980282009;0,85154384;0,229875482;0,057847555;0,049541167;0,041469067;0,017490761;0,007632236;0,005100788;0,002036462;0,00752134;0,318160445;0,270592343;0,37689627;0,216998376;0,3599889;0,402679697;2,592506247;3,783972585;9,590066835;17,44906353;25,2981554;22,78036754;26,42725623;29,29186438;26,01025374;31,34816689;40,51246304;40,69232478;38,00359552;34,20850711;37,50142627;36,81169127;37,21119226;36,0326676
Non-Annex_I;India +;AFG;Afghanistan;1.B.2;Oil and Natural Gas;CO2;fossil;337,9451557;346,2479557;417,1736106;254,5340603;417,1770865;346,2697511;333,7320153;433,8137914;321,2163295;304,5462137;346,2583897;333,7406695;321,2246396;333,7432155;358,7748931;375,4458386;375,4461065;254,480535;212,7772309;45,91218175;29,19133103;29,1909041;25,03556423;25,034561;25,03567885;25,03259892;25,03351688;25,03276135;25,03314252;25,03194521;25,03177333;25,0261667;0,009278015;0,003241499;0,00211001;0,00366;0,001387738;0,002733841;0,003410612;0,001640744;0,008254041;0,011152416;0,011175359;0,009555374;0,009622385;0,009911011;0,011677874;0,011947767;0,011338007;0,009653606;0,005687224;1,65364E-05;1,37525E-05;6,54536E-06;3,1152E-06
Non-Annex_I;India +;AFG;Afghanistan;2.A.1;Cement production;CO2;fossil;46,436;36,062;44,954;66,69;74,594;72,618;61,75;74,1;62,738;48,906;42,978;38,038;43,065;64,35;55,44;63,488;51,088;51,688;34,79;49,7;49,8;54,718;58,305;58,765;59,34;59,8;60,784;61,364;61,828;62,408;27,1;26,55;31,2;35,63;34,79;29,16;24,8;25,15;17,464;14,688;15,444;15,96;14,8;19,136;31,668;25,2;28,912;28,91004144;29,08054008;28,22515312;28,22515312;14,11257656;9,173174764;9,16282616;9,270624115
Non-Annex_I;India +;AFG;Afghanistan;2.A.3;Glass Production;CO2;fossil;0,556055;0,57064;0,585845;0,601125;0,61578;0,62915;0,64157;0,652825;0,661125;0,664165;0,66057;0,649845;0,63335;0,613955;0,595625;0,581525;0,571945;0,566895;0,56879;0,58042;0,60338;0,63947;0,68728;0,74122;0,7935;0,838625;0,87409;0,901705;0,925575;0,95192;0,985095;1,02656;1,074355;1,12537;1,17499;1,219995;1,25918;1,293875;1,326435;1,360365;1,39811;1,44046;1,48634;1,484092819;1,533681321;1,58492674;1,622290088;1,660534247;1,69967998;1,742797412;1,742797412;1,951978295;1,951978295;1,951978295;1,974942746
Non-Annex_I;India +;AFG;Afghanistan;2.B;Chemical Industry;CO2;fossil;;;;;;;74,65169545;68,41699309;62,47218213;64,00218213;65,12351359;66,60284786;68,13284786;69,86718213;70,80162501;78,17249387;63,53449105;63,1258225;64,14749387;64,14749387;62,83593111;68,76162501;73,39320185;49,25543034;28,71440062;18,68885758;9,344428792;9,344428792;9,344428792;9,344428792;47,59442879;38,46749796;38,46749796;38,46749796;38,73994365;40,17028356;38,80805508;39,28483505;37,800006;42,900006;55,650006;55,650006;116,850006;180,600006;142,1466716;100,6866719;108,6720062;107,3666735;118,689335;120,0606677;;;;;
Non-Annex_I;India +;AFG;Afghanistan;2.C;Metal Industry;CO2;fossil;92,93332;94,258752;86,688;85,7248;93,1896;91,852816;88,1414;78,3288;75,1296;70,26372;74,66004;75,6972;75,164;69,409912;65,89492;66,849864;62,18316;60,150292;56,473448;55,556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Non-Annex_I;India +;AFG;Afghanistan;2.D;Non-Energy Products from Fuels and Solvent Use;CO2;fossil;29,75512985;30,27594896;31,09982062;32,45830835;33,40734273;34,49986876;34,04944321;34,29982503;36,18840158;36,03048732;35,95292758;35,52257898;35,46657157;35,05918241;33,92911654;31,83199224;31,25661232;30,82601947;31,59453564;31,93737913;33,81513561;35,85916962;36,78990924;39,57998229;42,12197679;43,96306561;45,74473785;47,15570211;48,26461455;49,44590519;49,99625026;51,52579534;53,92192758;56,54130457;59,17801712;62,27081001;64,77638726;67,30448462;73,85155828;81,47302891;84,93300257;90,87238264;112,3745772;116,9793244;93,79612676;92,47806992;100,2742697;102,2872111;103,9233694;106,5091355;81,2658793;81,66555847;81,16256836;81,95577712;82,91511823
Non-Annex_I;India +;AFG;Afghanistan;3.C.2;Liming;CO2;fossil;5,657142857;5,657142857;5,657142857;5,657142857;7,752380953;7,123809524;10,05714286;13,2;13,2;13,2;7,752380953;8,8;7,333333333;10,26666667;16,13333333;17,18095238;7,961904762;22,83809524;5,238095238;4,819047619;0,419047619;4,819047619;5,657142857;;;;;;;;;9,114285714;;;;15,71428571;;;;;;;;;0,419047619;2,723809524;3,980952381;6,285714286;6,076190476;9,847619048;6,495238095;1,047619048;2,514285714;1,76;1,232
Non-Annex_I;India +;AFG;Afghanistan;3.C.3;Urea application;CO2;fossil;23,57142429;23,57142429;23,57142429;23,57142429;32,21427986;38,18570734;40,54284977;48,24284837;45,72856311;42,27142089;53,58570454;38,499993;55,47141849;50,12856231;70,87141569;70,55713003;73,38570094;65,84284517;74,32855791;74,95712923;68,98570174;63,64284557;56,88570394;62,85713143;;;7,857141429;7,857141429;8,642855571;7,857141429;7,857141429;28,91428046;32,68570834;36,14285057;40,85713543;34,57142229;;;;;;;62,85713143;55,15713283;84,07141329;114,2428364;159,0285425;305,0142303;155,2571146;141,4285457;58,2999894;39,44284997;50,5999908;50,5999908;50,5999908
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.1.a;Main Activity Electricity and Heat Production;CO2;fossil;137,5842869;137,5842869;159,2676507;168,7963075;371,818686;352,9558524;346,5388072;346,5388072;346,5388072;386,9880937;399,822184;399,822184;421,9910801;459,5229021;117,3568738;160,917764;204,478337;173,3635525;260,4850079;244,9276157;291,5997925;244,9276157;172,5869621;125,2354172;175,0191978;171,907594;197,0905466;416,6296782;385,1262805;621,1076966;728,5482618;820,6249607;820,6249607;1027,529371;662,7218756;597,186554;641,9120196;1008,181325;1253,394156;2229,295796;2365,710287;2226,184192;2476,564595;3859,8645;5514,136468;5913,158969;4005,351044;3942,893823;3050,855496;3735,009003;3559,029019;3599,200482;3710,027088;3727,35558;3779,165125
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.1.bc;Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries;CO2;fossil;74,80507968;74,80507968;74,80507968;83,11689216;121,9045306;80,34620544;85,8873312;105,2813952;113,59296;127,4456563;138,5279078;138,5279078;113,59296;146,8397203;155,1512851;163,4630976;163,4630976;177,3157882;166,2335366;182,8569139;185,6276006;191,1687264;199,4802912;182,8569139;205,021417;207,7921037;210,5625485;216,1036742;202,2509779;224,415239;207,7921037;216,1036742;224,415239;193,9391654;205,021417;207,7921037;199,4802912;207,7921037;205,021417;238,2681773;241,0386163;216,1036742;227,1859258;338,8628;326,637839;293,6794349;370,6978694;1033,09287;1036,964895;1121,879735;1224,799635;967,6620284;895,8190274;817,2204834;827,296103
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.2;Manufacturing Industries and Construction;CO2;fossil;258,9651219;258,9651219;317,5969788;358,2922577;326,9123019;308,5084771;307,6059891;307,271381;453,510794;413,0615153;425,3306807;450,4747624;425,5828682;435,1693276;704,4109097;850,9050994;756,0894227;829,8645835;792,8309153;846,5111002;1765,233281;1628,629652;1712,921404;2190,927263;1627,775813;1796,080833;1885,326274;1737,290393;1298,65922;1480,888885;1572,960202;1616,535416;1776,08107;1831,676617;2102,484287;1715,740827;1956,317808;2266,999027;2092,914358;2184,653918;2337,764854;2420,436537;2215,934316;1622,828685;1459,752809;2204,239044;2479,140048;1360,252866;1931,737397;1508,505628;1061,169255;1327,692466;1730,809323;1646,297876;1669,258323
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.3.a;Civil Aviation;CO2;fossil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001,314457;1061,903557;739,8247213;656,9135287;660,1022714;963,0477571;679,2356285;711,124843;736,6359787;169,0117215;175,3895072;165,8226785;140,3115428;114,8004072;128,1651657;66,915992;16,03052165;12,2197218;10,68911415;46,2325721;52,10616499;56,70996965
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.3.b_noRES;Road Transportation no resuspension;CO2;fossil;1026,186086;1026,186086;1715,476478;1447,518111;1301,89974;1098,435902;1107,022658;648,8138899;1333,049829;1055,154573;996,0507781;871,8529618;855,914322;777,051393;702,4120711;1039,411724;1026,058069;1041,996709;1242,887445;1303,953325;1016,536184;1257,38385;1187,004022;1211,945004;1540,968959;1070,873709;987,9711077;1052,141848;834,1818628;1156,568674;1074,497818;1204,489162;1477,825166;1426,397313;2301,074172;1675,978545;2588,124406;3187,979294;4192,812316;5033,087145;4924,357081;5484,994399;6514,616334;7449,661164;7699,786586;7778,477491;7740,854467;6552,922566;6844,881935;7876,619658;3870,856676;7051,375766;8220,742438;8479,792384;8597,475909
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.3.d;Water-borne Navigation;CO2;fossil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326,5907586;89,54784825;60,76775955;48,12782403;48,03091302;48,03091302;44,91930144;48,12782403;54,54486921;57,75338439;73,79630856;73,79630856;64,17074079;57,75338439;40,14840258;34,37293743;41,23610907;16,6779834;27,98474679;32,8394157;30,7645492;32,09508442
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.3.e;Other Transportation;CO2;fossil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,98452273;;;;;;;;;;;;;;;;;;;;;;
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.4;Residential and other sectors;CO2;fossil;120,1861457;120,1861457;138,5878268;141,4077519;131,3016118;115,5555837;92,50151017;98,63541827;104,9335851;104,9335851;56,70802048;68,64637011;53,72323273;59,69254321;548,851402;602,8970197;621,4631539;626,7911945;752,1307615;726,5272101;663,2703393;691,3042768;618,2930114;514,7681885;632,0645391;666,9590469;910,6154537;911,3426452;1001,181552;1256,857244;1049,58195;1174,963869;1198,097554;1254,491668;1293,780779;972,9395348;1928,975458;2293,974104;2917,10576;3449,933519;3647,754481;4017,857156;5504,948157;6676,147221;6330,724148;5829,591031;5503,552186;5705,160805;5601,79456;6278,216096;5344,255369;7244,544905;6915,373527;7133,289019;7232,285617
Non-Annex_I;Southern_Africa;AGO;Angola;1.A.5;Non-Specified;CO2;fossil;;;;;;;;;224,5971296;452,4027745;641,7058592;593,5780352;327,2701267;442,7772141;;;;;;;;;;;;;;;12,41850456;3,10455684;;;3,10455684;3,10455684;9,31395465;6,20939781;6,20939781;9,31395465;12,41850456;15,5230614;9,31395465;6,20939781;21,73245921;18,62790237;21,73245921;18,62790237;15,5230614;13,30634844;13,36234977;13,60142784;10,46583153;21,58970814;24,94581705;25,73190329;26,08901358
Non-Annex_I;Southern_Africa;AGO;Angola;1.B.2;Oil and Natural Gas;CO2;fossil;7081,109938;6626,531638;7640,699963;8759,700465;9126,849234;8497,404502;5193,096647;10368,05817;11434,47278;11434,53001;11521,95177;10577,81924;10472,9146;10822,77298;11050,13429;11172,5942;11295,19741;11522,7571;11558,12081;11645,52688;7152,451584;7607,063648;8044,345521;7781,956085;7153,813531;8884,192277;11343,3039;11911,16129;13124,13992;13109,5346;11699,23449;10896,07853;10128,10231;9936,328684;9611,864036;9072,435505;7708,052474;6797,032349;6720,36991;6529,775054;7858,640653;7905,128089;6402,935567;6238,249766;6880,565561;8250,521914;8702,781506;7494,440642;5510,326173;4588,183203;3684,037523;3556,453115;3309,410046;3625,706471;4067,5192
